Key,Source,Context,Changes,English,Russian
perkLooteringDesc,progression,perk,,"To find good loot, you need to understand where and why it was hidden. Master the skill of finding rare loot and you will always have something to offer for sale.","Чтобы найти хорошую добычу, нужно понимать, где и зачем её прятали. Овладейте навыком поиска редкой добычи, и у вас всегда будет что предложить на продажу."
perkLooteringRank1LongDesc,progression,Skills,,"Look more carefully.\nLoot Search Bonus [DECEA3]2.5%[-]","Ищите внимательнее.\nБонус поиска добычи [DECEA3]2.5%[-]"
perkLooteringRank2LongDesc,progression,Skills,,"Collect only the most important.\nLoot Search Bonus [DECEA3]5%[-]","Собирайте только самое важное.\nБонус поиска добычи [DECEA3]5%[-]"
perkLooteringRank3LongDesc,progression,Skills,,"Your trained eye won't miss you.\nLoot Search Bonus [DECEA3]7.5%[-]","Ваш наметанный глаз вас не подводит.\nБонус поиска добычи [DECEA3]7.5%[-]"
perkLooteringRank4LongDesc,progression,Skills,,"A good thief always knows where to look...\nLoot Search Bonus [DECEA3]10%[-]","Хороший вор всегда знает, где искать...\nБонус поиска добычи [DECEA3]10%[-]"
perkLooteringRank5LongDesc,progression,Skills,,"If you can't find anything, you can just take it away.\nLoot Search Bonus [DECEA3]12.5%[-]","Если ничего не найти, можно просто отобрать.\nБонус поиска добычи [DECEA3]12.5%[-]"
perkLooteringRank6LongDesc,progression,Skills,,"Without good loot you won't rest.\nLoot Search Bonus [DECEA3]15%[-]","Без хорошей добычи вы не успокоитесь.\nБонус поиска добычи [DECEA3]15%[-]"
perkLooteringRank7LongDesc,progression,Skills,,"Rob, Rob, Rob...\nLoot Search Bonus [DECEA3]17.5%[-]","Грабить, грабить, грабить...\nБонус поиска добычи [DECEA3]17.5%[-]"
perkLooteringRank8LongDesc,progression,Skills,,"...and the Experienced Thief knows how to get away with it.\nLoot Search Bonus [DECEA3]20%[-]","Опытный вор знает, как с этим уйти.\nБонус поиска добычи [DECEA3]20%[-]"
perkLooteringRank9LongDesc,progression,Skills,,"Finding good loot is your main profession.\nLoot Finding Bonus [DECEA3]22.5%[-]","Поиск хорошей добычи - ваша основная профессия.\nБонус поиска добычи [DECEA3]22.5%[-]"
perkLooteringRank10LongDesc,progression,Skills,,"It is impossible to hide anything from you.\nLoot Search Bonus [DECEA3]25%[-]","От вас невозможно ничего спрятать.\nБонус поиска добычи [DECEA3]25%[-]"
perkLooteringRank1Desc,progression,Skills,,Seeker,Искатель
perkLooteringRank2Desc,progression,Skills,,Collector,Собиратель
perkLooteringRank3Desc,progression,Skills,,Prospector,Старатель
perkLooteringRank4Desc,progression,Skills,,Thief,Вор
perkLooteringRank5Desc,progression,Skills,,Looter,Мародер
perkLooteringRank6Desc,progression,Skills,,Loot fanatic,Фанат мародерства
perkLooteringRank7Desc,progression,Skills,,Robber,Грабитель
perkLooteringRank8Desc,progression,Skills,,Experienced thief,Опытный вор
perkLooteringRank9Desc,progression,Skills,,Pro Looter,Профессиональный грабитель
perkLooteringRank10Desc,progression,Skills,,Safecracker,Медвежатник

perkZombieExpertName,progression,perk,,Zombie Expert,Эксперт по зомби
perkZombieExpertDesc,progression,perk,,"It takes a lot of effort to kill a big beast. Become an expert at killing them and do it much faster","Чтобы убить большую тварь необходимо немало усилий. Станьте экспертом в их убийстве и делайте это значительно быстрее."
perkZombieExpertRank1LongDesc,progression,Skills,,"These running creatures can be quickly calmed down if you know how.\nIncreased damage to feral zombies by [DECEA3]6%[-]","Этих бегающих тварей можно быстро успокоить, если знаешь как.\nУвеличен урон по диким зомби на [DECEA3]6%[-]"
perkZombieExpertRank2LongDesc,progression,Skills,,"You understand the weak points of irradiated zombies very well.\nIncreased damage to feral zombies by [DECEA3]12%[-] and to radiated ones by [DECEA3]5%[-]","Вы хорошо понимаете слабые места облучённых зомби.\nУвеличен урон по диким зомби на [DECEA3]12%[-] и по радиоактивным на [DECEA3]5%[-]"
perkZombieExpertRank3LongDesc,progression,Skills,,"There is no such type of zombie that you have not killed yet.\nIncreased damage to feral zombies by [DECEA3]18%[-], to radioactive by [DECEA3]10%[-], to elite by [DECEA3]5%[-]","Нет такого вида зомби, которого вы еще не убивали.\nУвеличен урон по диким зомби на [DECEA3]18%[-], по радиоактивным на [DECEA3]10%[-], по элитным на [DECEA3]5%[-]"
perkZombieExpertRank4LongDesc,progression,Skills,,"It's better not to meet these creatures, but if you already met them, it's better to know what to do with them.\nIncreased damage to wild zombies by [DECEA3]24%[-], to radioactive by [DECEA3]15%[-], to elite by [DECEA3]10%[-], to minibosses by [DECEA3]5%[-]","С этими тварями лучше не встречаться, но если уж встретились, лучше знать, что с ними делать.\nУвеличен урон по диким зомби на [DECEA3]24%[-], по радиоактивным на [DECEA3]15%[-], по элитным на [DECEA3]10%[-], по минибоссам на [DECEA3]5%[-]"
perkZombieExpertRank5LongDesc,progression,Skills,,"You can meet a lot of people in the wasteland, even huge experimental creatures. But now you know how to fight them more effectively.\nIncreased damage to wild zombies by [DECEA3]30%[-], to radioactive by [DECEA3]20%[-], to elite by [DECEA3]15%[-], to minibosses by [DECEA3]10%[-], to bosses by [DECEA3]5%[-]","В пустоши можно встретить много кого, и даже огромных экспериментальных тварей. Но теперь вы знаете, как с ними бороться эффективнее. Но теперь вы знаете как с ними бороться эффективней.\nУвеличен урон по диким зомби на [DECEA3]30%[-], по радиоактивным на [DECEA3]20%[-], по элитным на [DECEA3]15%[-], по минибоссам на [DECEA3]10%[-], по боссам на [DECEA3]5%[-]"
perkZombieExpertRank1Desc,progression,Skills,,Ferals,Дикие
perkZombieExpertRank2Desc,progression,Skills,,Radiateds,Облучённые
perkZombieExpertRank3Desc,progression,Skills,,Elites,Элитные
perkZombieExpertRank4Desc,progression,Skills,,Minibosses,Минибоссы
perkZombieExpertRank5Desc,progression,Skills,,Bosses,Боссы

perkSelfMedicationName,progression,perk,,Self Medication,Самолечение
perkSelfMedicationDesc,progression,perk,,"You can cure yourself of any disease. By developing self-healing, you increase the treatment received, the speed of recovery of critical wounds, and also gradually restore the health reserve.","Вы можете сами себя вылечить от любых болезней. Развивая самолечение, вы увеличиваете получаемое лечение, скорость восстановления критических ранений, а также постепенно восстанавливаете запас здоровья."
perkSelfMedicationRank1LongDesc,progression,Skills,,"It hurts for now, but it will soon pass.\nHealing received increased by [DECEA3]10%[-]. Critical wound recovery speed increased by [DECEA3]4%[-]. You additionally restore 1 health every [DECEA3]35[-] seconds.","Пока болит, но скоро все пройдет.\nПолучаемое лечение увеличено на [DECEA3]10%[-]. Скорость восстановления критических ранений увеличена на [DECEA3]4%[-]. Вы дополнительно восстанавливаете 1 здоровье каждые [DECEA3]35[-] секунд."
perkSelfMedicationRank2LongDesc,progression,Skills,,"You're still confusing the pills, but it seems to be helping.\nHealing received increased by [DECEA3]20%[-]. Critical wound recovery speed increased by [DECEA3]8%[-]. You restore an additional 1 health every [DECEA3]25[-] seconds.","Вы все еще путаете таблетки, но, вроде, помогает.\nПолучаемое лечение увеличено на [DECEA3]20%[-]. Скорость восстановления критических ранений увеличена на [DECEA3]8%[-]. Вы дополнительно восстанавливаете 1 здоровье каждые [DECEA3]25[-] секунд."
perkSelfMedicationRank3LongDesc,progression,Skills,,"There is no secret - tie it up and lie down\nHealing received is increased by [DECEA3]30%[-]. Critical wound recovery speed is increased by [DECEA3]12%[-]. You additionally restore 1 health every [DECEA3]15[-] seconds.","Нет никакого секрета: завяжи и лежи\nПолучаемое лечение увеличено на [DECEA3]30%[-]. Скорость восстановления критических ранений увеличена на [DECEA3]12%[-]. Вы дополнительно восстанавливаете 1 здоровье каждые [DECEA3]15[-] секунд."
perkSelfMedicationRank4LongDesc,progression,Skills,,"Old recipes for ointments and medicines work at all times.\nHealing received is increased by [DECEA3]40%[-]. Critical wound recovery speed is increased by [DECEA3]16%[-]. You additionally restore 1 health every [DECEA3]10[-] seconds.","Старые рецепты мазей и лекарств работают во все времена.\nПолучаемое лечение увеличено на [DECEA3]40%[-]. Скорость восстановления критических ранений увеличена на [DECEA3]16%[-]. Вы дополнительно восстанавливаете 1 здоровье каждые [DECEA3]10[-] секунд."
